"","X","ID","Dead","Age","Gender","Race","Class","Major1","Major2","Minor1","Minor2","Position","Profession","Industry","City","State","loc","Nurse","lon","lat"
"800",7911,186026,0,"53","Female","White",1992,"Nursing","","","","Registered Nurse","","","Raleigh","NC","Raleigh, NC",1,-78.6381787,35.7795897
"801",7912,114011,0,"47","Female","White",1993,"Nursing","","","","Registered Nurse","","","Braintree","MA","Braintree, MA",1,-71.0040013,42.2079017
"802",7913,134778,0,"47","Female","White",1993,"Nursing","","","","Registered Nurse","","","Canton","MA","Canton, MA",1,-71.1447732,42.1584324
"803",7914,211962,0,"71","Female","White",1993,"Nursing","","","","Registered Nurse","","","Chelsea","MA","Chelsea, MA",1,-71.0328284,42.3917638
"804",7915,166490,0,"48","Female","White",1994,"Nursing","","","","Registered Nurse","","","Great Barrington","MA","Great Barrington, MA",1,-73.362008,42.1959798
"805",7916,173521,0,"62","Female","Black or African American",1994,"Nursing","","","","Registered Nurse","","","Hyde Park","MA","Hyde Park, MA",1,-71.1240559,42.2565289
"806",7917,174465,0,"47","Female","White",1994,"Nursing","","","","Registered Nurse","","","Millis","MA","Millis, MA",1,-71.351738,42.1669661
"807",7918,142802,0,"47","Female","White",1995,"Nursing","","","","Registered Nurse","","","Weymouth","MA","Weymouth, MA",1,-70.9410356,42.2180724
"808",7919,153162,0,"47","Female","White",1995,"Nursing","","","","Registered Nurse","","","Fitchburg","MA","Fitchburg, MA",1,-71.8022955,42.5834228
"809",7920,186538,0,"45","Female","White",1995,"Nursing","","","","Registered Nurse","","","Auburn","MA","Auburn, MA",1,-71.8356271,42.1945385
"810",7921,211925,0,"44","Female","White",1996,"Nursing","","","","Registered Nurse","","","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"811",7922,213571,0,"46","Female","Asian",1996,"Nursing","","","","Registered Nurse","","","Huntington","NY","Huntington, NY",1,-73.425676,40.8681539
"812",7923,233760,0,"45","Female","White",1996,"Nursing","","","","Registered Nurse","","","Kingston","NH","Kingston, NH",1,-71.0533918,42.9364768
"813",7924,285324,0,"51","Female","",1996,"Nursing","","","","Registered Nurse","","","Burlington","MA","Burlington, MA",1,-71.1956205,42.5047161
"814",7925,242999,0,"43","Female","White",1997,"Nursing","","","","Registered Nurse","","","Georgetown","MA","Georgetown, MA",1,-70.9911659,42.7250918
"815",7926,258386,0,"43","Female","White",1997,"Nursing","","","","Registered Nurse","","","Weare","NH","Weare, NH",1,-71.7306313,43.0948033
"816",7927,268002,0,"44","Female","White",1997,"Nursing","","","","Registered Nurse","","","Nantucket","MA","Nantucket, MA",1,-70.099451,41.2834704
"817",7928,275397,0,"44","Female","White",1997,"Nursing","","","","Registered Nurse","","","West Springfield","MA","West Springfield, MA",1,-72.6203675,42.1070383
"818",7929,275405,0,"44","Female","White",1997,"Nursing","","","","Registered Nurse","","","Winthrop","ME","Winthrop, ME",1,-69.9769721,44.3050332
"819",7930,303645,0,"51","Female","White",1997,"Nursing","","","","Registered Nurse","","","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"820",7931,316971,0,"45","Female","",1997,"Nursing","","","","Registered Nurse","","","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"821",7932,329465,0,"58","Female","",1997,"Nursing","","","","Registered Nurse","","","Coventry","RI","Coventry, RI",1,-71.5642076,41.6885978
"822",7933,341493,0,"48","Female","White",1997,"Nursing","","","","Registered Nurse","","","Ledyard","CT","Ledyard, CT",1,-72.0181743,41.4456444
"823",7934,232881,0,"44","Female","White",1998,"Nursing","","","","Registered Nurse","","","Roslindale","MA","Roslindale, MA",1,-71.1270268,42.2832142
"824",7935,280755,0,"42","Female","White",1998,"Nursing","","","","Registered Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"825",7936,283454,0,"42","Female","Black or African American",1998,"Nursing","","","","Registered Nurse","","","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"826",7937,284036,0,"42","Female","Latino/a or Hispanic",1998,"Nursing","","","","Registered Nurse","","","Leicester","MA","Leicester, MA",1,-71.9086843,42.245926
"827",7938,306689,0,"42","Female","White",1998,"Nursing","","","","Registered Nurse","","","Brewster","MA","Brewster, MA",1,-70.0827905,41.7600902
"828",7939,331968,0,"42","Female","White",1999,"Nursing","","","","Registered Nurse","","","Washington","ME","Washington, ME",1,-69.3676576,44.2735583
"829",7940,332582,0,"41","Female","",1999,"Art","Biology","","","Registered Nurse","","","Brookline","MA","Brookline, MA",1,-71.1211635,42.3317642
"830",7941,334911,0,"41","Female","White",1999,"Nursing","","","","Registered Nurse","","","Clinton","MA","Clinton, MA",1,-71.6829081,42.4167635
"831",7942,357931,0,"41","Female","White",1999,"Nursing","","","","Registered Nurse","","","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"832",7943,359074,0,"41","Female","White",1999,"Nursing","","","","Registered Nurse","","","Springvale","ME","Springvale, ME",1,-70.7936699,43.4667484
"833",7944,355138,0,"42","Female","White",2000,"Nursing","","","","Registered Nurse","","","Bethel","AK","Bethel, AK",1,-161.7558334,60.7922222
"834",7945,367165,0,"41","Female","White",2000,"Nursing","","","","Registered Nurse","","","Chapel Hill","NC","Chapel Hill, NC",1,-79.0558445,35.9131996
"835",7946,388162,0,"40","Female","White",2000,"Nursing","","","","Registered Nurse","","","Manchaug","MA","Manchaug, MA",1,-71.7476229,42.0939103
"836",7947,388918,0,"41","Female","White",2000,"Applied Music","Nursing","","","Registered Nurse","","","Burlington","MA","Burlington, MA",1,-71.1956205,42.5047161
"837",7948,392469,0,"40","Female","White",2000,"Nursing","","","","Registered Nurse","","","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"838",7949,438379,0,"47","Female","White",2000,"Nursing","","","","Registered Nurse","","","Uxbridge","MA","Uxbridge, MA",1,-71.6302532,42.0772429
"839",7950,397971,0,"41","Female","Black or African American",2001,"Nursing","","","","Registered Nurse","","","Weymouth","MA","Weymouth, MA",1,-70.9410356,42.2180724
"840",7951,408264,0,"40","Female","White",2001,"Applied Music","Nursing","","","Registered Nurse","","","League City","TX","League City, TX",1,-95.0949303,29.5074538
"841",7952,418798,0,"39","Female","Asian",2001,"Physical Therapy","","Art History","Biology","Registered Nurse","","","Las Vegas","NV","Las Vegas, NV",1,-115.1398296,36.1699412
"842",7953,469551,0,"57","Female","White",2001,"Nursing","","","","Registered Nurse","","","Acton","MA","Acton, MA",1,-71.43284,42.4850931
"843",7954,453554,0,"38","Female","White",2002,"Physical Therapy","","Biology","Nutrition","Registered Nurse","","","Tiverton","RI","Tiverton, RI",1,-71.2134231,41.6259211
"844",7955,464163,0,"38","Female","White",2002,"Nursing","","","","Registered Nurse","","","Malden","MA","Malden, MA",1,-71.066163,42.4250964
"845",7956,529357,0,"42","Female","White",2002,"Nursing","","","","Registered Nurse","","","Needham Heights","MA","Needham Heights, MA",1,-71.2319913,42.2931469
"846",7957,564422,0,"39","Female","White",2002,"Nursing","","","","Registered Nurse","","","Standish","ME","Standish, ME",1,-70.5509356,43.7355927
"847",7958,497178,0,"37","Female","White",2003,"Nursing","","","","Registered Nurse","","","Dedham","MA","Dedham, MA",1,-71.1676536,42.2436085
"848",7959,567163,0,"44","Female","White",2003,"Nursing","","","","Registered Nurse","","","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"849",7960,587951,0,"49","Female","White",2003,"Nursing","","","","Registered Nurse","","","Providence","RI","Providence, RI",1,-71.4128343,41.8239891
"850",7961,566858,0,"35","Female","White",2005,"Nursing","","","","Registered Nurse","","","North Attleboro","MA","North Attleboro, MA",1,-71.3565439,41.9695516
"851",7962,694300,0,"42","Female","White",2006,"Nursing","","","","Registered Nurse","","","Freeport","ME","Freeport, ME",1,-70.1031201,43.8570065
"852",7963,561431,0,"63","Female","White",2007,"Nursing","","","","Registered Nurse","","","Austin","TX","Austin, TX",1,-97.7430608,30.267153
"853",7964,818583,0,"52","Female","White",2007,"Nursing","","","","Registered Nurse","","","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"854",7965,955051,0,"34","Female","White",2007,"Nursing","","","","Registered Nurse","","","Mission Viejo","CA","Mission Viejo, CA",1,-117.6581562,33.5968913
"855",7966,964266,0,"43","Female","White",2007,"Nursing","","","","Registered Nurse","","","Grafton","MA","Grafton, MA",1,-71.6856236,42.2070391
"856",7967,1020637,0,"37","Female","White",2007,"Nursing","","","","Registered Nurse","","","Lakeville","MA","Lakeville, MA",1,-70.9495226,41.8459169
"857",7968,781707,0,"33","Female","White",2008,"Biology","","","","Registered Nurse","","","Hampton","NH","Hampton, NH",1,-70.8389219,42.9375932
"858",7969,340304,0,"48","Female","White",2009,"Nursing","","","","Registered Nurse","","","Rowley","MA","Rowley, MA",1,-70.8787277,42.7167483
"859",7970,420198,0,"39","Female","White",2009,"Nursing","","","","Registered Nurse","","","Portland","ME","Portland, ME",1,-70.2568189,43.6590993
"860",7971,1171247,0,"60","Female","White",2009,"Nursing","","","","Registered Nurse","","","Winchester","MA","Winchester, MA",1,-71.1369959,42.452303
"861",7972,992100,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","","Meredith","NH","Meredith, NH",1,-71.500317,43.6575331
"862",7973,1030515,0,"30","Female","White",2010,"Nursing","","","","Registered Nurse","","","Cohasset","MA","Cohasset, MA",1,-70.8036544,42.2417675
"863",7974,1042271,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","","Hingham","MA","Hingham, MA",1,-70.889759,42.2418172
"864",7975,1150578,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse","","","Scituate","MA","Scituate, MA",1,-70.7258633,42.195929
"865",7976,1320557,0,"30","Female","Asian",2012,"Public Health","","","","Registered Nurse","","","Westport Point","MA","Westport Point, MA",1,-71.0742904,41.5128712
"866",7977,1476942,0,"24","Female","White",2016,"Nursing","","","","Registered Nurse","","","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"867",7978,1476746,0,"25","Female","White",2016,"Nursing","","Psychology","","Registered Nurse - Intermediate Neuroscience","","Healthcare/Medical Services","Charlton","MA","Charlton, MA",1,-71.970074,42.13565
"868",7979,1402051,0,"27","Female","",2013,"Nursing","","","","Registered Nurse - Labor and Delivery","","Healthcare/Medical Services","Shrewsbury","MA","Shrewsbury, MA",1,-71.7128471,42.2959267
"869",7980,10048763,0,"54","Female","White",1987,"Nursing","","","","Registered Nurse - NICU","","Healthcare/Medical Services","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"870",7981,1466416,0,"28","Female","",2013,"Nursing","","Biology","","Registered Nurse (Same Day Surgery Unit)","","Healthcare/Medical Services","Norwood","MA","Norwood, MA",1,-71.1989695,42.1943909
"871",7982,1273221,0,"30","Female","White",2015,"Nursing","","","","Registered Nurse (Special Care Nursery)","","Healthcare/Medical Services","Quincy","MA","Quincy, MA",1,-71.0022705,42.2528772
"872",7983,10042364,0,"","Female","",1979,"Nursing","","","","Registered Nurse Coordinator of Wellness Program","","","Sudbury","MA","Sudbury, MA",1,-71.4161725,42.3834278
"873",7984,460364,0,"38","Female","White",2002,"Nursing","","","","Registered Nurse Department of Hematology/Oncology","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"874",7985,1446747,0,"40","Female","White",2014,"Nursing","","","","Registered Nurse I","","Healthcare/Medical Services","Philadelphia","PA","Philadelphia, PA",1,-75.1652215,39.9525839
"875",7986,790260,0,"43","Female","",2007,"Nursing","","","","Registered Nurse II","","Healthcare/Medical Services","San Antonio","TX","San Antonio, TX",1,-98.4936282,29.4241219
"876",7987,472342,0,"50","Female","Black or African American",2014,"Education","","","","Registered Nurse II","","Healthcare/Medical Services","Randolph","MA","Randolph, MA",1,-71.042551,42.1619739
"877",7988,258199,0,"48","Female","Black or African American",1997,"Nursing","","","","Registered Nurse III","","Healthcare/Medical Services","West Roxbury","MA","West Roxbury, MA",1,-71.1626756,42.2797554
"878",7989,10029675,0,"67","Female","",1973,"Nursing","","","","Registered Nurse Neonatal Intensive Care","","","Spartanburg","SC","Spartanburg, SC",1,-81.9320482,34.9495672
"879",7990,10050897,0,"55","Female","White",1985,"Nursing","","","","Registered Nurse Nurse Coach","","","Worcester","MA","Worcester, MA",1,-71.8022934,42.2625932
"880",7991,10026607,0,"53","Female","",1988,"Nursing","","","","Registered Nurse Per Diem","","","Mattapoisett","MA","Mattapoisett, MA",1,-70.8150742,41.6616323
"881",7992,10031875,0,"67","Female","",1973,"Biology","","","","Registered Nurse Staff Operation Room","","","Lafayette","CA","Lafayette, CA",1,-122.1180201,37.8857582
"882",7993,471068,0,"38","Female","Black or African American",2006,"Nursing","","","","Registered Nurse Wellness Coach","","Health/Fitness","Dorchester","MA","Dorchester, MA",1,-71.067605,42.3016305
"883",7994,1440197,0,"33","Female","White",2012,"Nursing","","","","Registered Nurse- Adult ICU Float Pool","","Healthcare/Medical Services","Charlestown","MA","Charlestown, MA",1,-71.0602131,42.3782065
"884",7995,1418152,0,"27","Female","White",2014,"Nursing","","","","Registered Nurse- Labor and Delivery","","Healthcare/Medical Services","Salem","MA","Salem, MA",1,-70.8967155,42.51954
"885",7996,10048571,0,"61","Female","",1984,"Nursing","","","","Registered Nurse-Office Manager","","","Waltham","MA","Waltham, MA",1,-71.2356113,42.3764852
"886",7997,1466724,0,"38","Female","",2013,"Nursing","","","","Registered Nurse, Acute Telemetry","","Healthcare/Medical Services","Hopkinton","MA","Hopkinton, MA",1,-71.5225646,42.2286954
"887",7998,1167014,0,"32","Female","Black or African American",2010,"Nursing","","","","Registered Nurse, BSN","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"888",7999,698602,0,"43","Female","White",2005,"Nursing","","","","Registered Nurse, Burn Trauma ICU","","","Belmont","MA","Belmont, MA",1,-71.1776114,42.3956405
"889",8000,712217,0,"35","Female","",2005,"Nursing","","","","Registered Nurse, Cardiac Department","","","Milton","MA","Milton, MA",1,-71.0661653,42.2495321
"890",8001,1406493,0,"36","Female","White",2013,"Nursing","","","","Registered Nurse, Cardiac ICU","","Healthcare/Medical Services","Marlborough","MA","Marlborough, MA",1,-71.5522874,42.3459271
"891",8002,1331749,0,"27","Female","",2013,"Nursing","","","","Registered Nurse, Cardiac Intensive Care Unit","","Healthcare/Medical Services","Brighton","MA","Brighton, MA",1,-71.1626756,42.3463503
"892",8003,1347550,0,"27","Female","",2013,"Nursing","","","","Registered Nurse, Cardiac Surgical Intensive Care","","Healthcare/Medical Services","Charlestown","MA","Charlestown, MA",1,-71.0602131,42.3782065
"893",8004,1165504,0,"29","Female","White",2011,"Nursing","","","","Registered Nurse, Cardiothoracic ICU","","Healthcare/Medical Services","Bridgewater","MA","Bridgewater, MA",1,-70.9750541,41.9903519
"894",8005,1302758,0,"28","Female","White",2015,"Nursing","","","","Registered Nurse, Cardiovascular Surgical Unit","","Healthcare/Medical Services","Amherst","NH","Amherst, NH",1,-71.6253487,42.8614748
"895",8006,1381197,0,"27","Female","White",2013,"Nursing","","Biology","","Registered Nurse, Dialysis","","Healthcare/Medical Services","Norwood","MA","Norwood, MA",1,-71.1989695,42.1943909
"896",8007,10047309,0,"53","Female","",1987,"Nursing","","","","Registered Nurse, GI & Endoscopy","","Healthcare/Medical Services","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"897",8008,1327092,0,"30","Female","",2012,"Nursing","","","","Registered Nurse, ICU","Nurse","Healthcare/Medical Services","Putney","VT","Putney, VT",1,-72.5217237,42.975268
"898",8009,1406408,0,"28","Female","",2012,"Nursing","","","","Registered Nurse, ICU","Nurse","Healthcare/Medical Services","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"899",8010,1348639,0,"40","Female","White",2011,"Nursing","","","","Registered Nurse, ICU/ER/Float/Resource","","Healthcare/Medical Services","Costa Mesa","CA","Costa Mesa, CA",1,-117.9188221,33.6412156
"900",8011,1214751,0,"29","Female","Asian",2012,"Nursing","","","","Registered Nurse, Inpatient Psychiatry","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"901",8012,964749,0,"34","Female","Asian",2008,"Nursing","","","","Registered Nurse, Medical & Surgical Intensive Car","","Healthcare/Medical Services","S Weymouth","MA","S Weymouth, MA",1,-70.9494899,42.1751002
"902",8013,1443140,0,"28","Female","",2013,"Nursing","Philosophy","","","Registered Nurse, Medical surgical","","Healthcare/Medical Services","Chicago","IL","Chicago, IL",1,-87.6297982,41.8781136
"903",8014,1402440,0,"28","Female","",2013,"Nursing","","Psychology","","Registered Nurse, medical surgical nursing","","Healthcare/Medical Services","Kennebunk","ME","Kennebunk, ME",1,-70.54399,43.3845306
"904",8015,790593,0,"34","Female","Black or African American",2009,"Nursing","","","","Registered Nurse, Medical-Surgical","Nurse","Healthcare/Medical Services","Stoughton","MA","Stoughton, MA",1,-71.1092012,42.1229099
"905",8016,647051,0,"35","Female","White",2006,"Nursing","","","","Registered Nurse, Neonatal ICU","","Healthcare/Medical Services","Waxhaw","NC","Waxhaw, NC",1,-80.7434019,34.9245935
"906",8017,948799,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse, Neuro ICU","Nurse","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"907",8018,1332093,0,"28","Female","",2013,"Nursing","","","","Registered Nurse, Neurology","","Healthcare/Medical Services","somerville","MA","somerville, MA",1,-71.0994968,42.3875968
"908",8019,1338927,0,"28","Female","",2013,"Nursing","","French","","Registered Nurse, OB/GYN","","Healthcare/Medical Services","Boston","MA","Boston, MA",1,-71.0588801,42.3600825
"909",8020,636553,0,"47","Female","",2005,"Nursing","","","","Registered Nurse, Obstetrics","","Healthcare/Medical Services","Roslindale","MA","Roslindale, MA",1,-71.1270268,42.2832142
"910",8021,1014107,0,"31","Female","White",2010,"Nursing","","","","Registered Nurse, Operating Room","Nurse","Healthcare/Medical Services","Ayer","MA","Ayer, MA",1,-71.5899054,42.5611947
"911",8022,10051353,0,"","Female","",1987,"Nursing","","","","Registered Nurse, Pediatrics","","Healthcare/Medical Services","North Providence","RI","North Providence, RI",1,-71.4676639,41.8535518
"912",8023,973040,0,"31","Female","White",2009,"Nursing","","","","Registered Nurse, Pediatrics","Nurse","Healthcare/Medical Services","Saugus","MA","Saugus, MA",1,-71.0110473,42.4651421
"913",8024,1311058,0,"28","Female","",2013,"Nursing","","Nutrition","","Registered Nurse, Pediatrics","","Healthcare/Medical Services","Longmeadow","MA","Longmeadow, MA",1,-72.5828642,42.0501022
"914",8025,1199519,0,"28","Female","White",2012,"Nursing","","","","Registered Nurse, Progressive Care Unit","Nurse","Healthcare/Medical Services","Manchester","NH","Manchester, NH",1,-71.4547891,42.9956397
"915",8026,1363794,0,"27","Female","",2013,"Nursing","","East Asian Studies","","Registered Nurse, Psychiatric","Nurse","Healthcare/Medical Services","Newton","MA","Newton, MA",1,-71.2092214,42.3370413
"916",8027,1211638,0,"28","Female","White",2012,"Nursing","","","","Registered Nurse, Public Health Services","Nurse","Government - State/Local","Nashua","NH","Nashua, NH",1,-71.467566,42.7653662
"917",8028,330279,0,"44","Female","",1997,"Nursing","","","","Registered Nurse, Pulmonary","","","Hyde Park","MA","Hyde Park, MA",1,-71.1240559,42.2565289
"918",8029,10013381,0,"68","Female","",1972,"Nursing","","","","Registered Nurse, Service Coordinator","","Healthcare/Medical Services","Marstons Mills","MA","Marstons Mills, MA",1,-70.4235725,41.6716479
"919",8030,1408583,0,"27","Female","",2013,"Nursing","","","","Registered Nurse, Thoracic Surgery","","Healthcare/Medical Services","Brockton","MA","Brockton, MA",1,-71.0183787,42.0834335
"920",8031,1371671,0,"27","Female","",2013,"Nursing","","","","Registered Nurse, Ward AG- Nrsq","","Healthcare/Medical Services","Jamaica Plain","MA","Jamaica Plain, MA",1,-71.1151431,42.3097365
"921",8032,10048549,0,"50","Female","White",1990,"Nursing","","","","Registered Nurse/Staff RN","","","Potomac","MD","Potomac, MD",1,-77.2085914,39.0181651
"922",8033,280486,0,"42","Female","White",1998,"Biology","","","","Registered OBGYN Nurse","","","Stoneham","MA","Stoneham, MA",1,-71.0999719,42.4802469
"923",8203,1278430,0,"29","Female","White",2012,"Nursing","","","","Research Nurse","","Healthcare/Medical Services","Newton","MA","Newton, MA",1,-71.2092214,42.3370413
"924",8204,462253,0,"69","Female","White",2002,"Nursing","Society and Health","","","Research Nurse Clinician","","Education - Higher","Asheville","NC","Asheville, NC",1,-82.5514869,35.5950581
"925",8245,1436227,0,"25","Female","White",2015,"Nursing","","","","Resident Nurse","","Healthcare/Medical Services","Atlanta","GA","Atlanta, GA",1,-84.3879824,33.7489954
"926",8246,278288,0,"44","Female","White",1996,"Biopsychology","","","","Resident Nurse","","","Philadelphia","PA","Philadelphia, PA",1,-75.1652215,39.9525839
"927",8256,1337162,0,"32","Female","",2011,"Nursing","","","","Resource Nurse","","Healthcare/Medical Services","East Providence","RI","East Providence, RI",1,-71.3700545,41.8137116
"928",8279,592283,0,"35","Female","White",2005,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Bellows Falls","VT","Bellows Falls, VT",1,-72.4439772,43.133411
"929",8281,791985,0,"34","Female","White",2007,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Westbrook","ME","Westbrook, ME",1,-70.3711617,43.6770252
"930",8282,949072,0,"34","Female","White",2007,"Biopsychology","","","","RN","Nurse","Healthcare/Medical Services","Canton","MA","Canton, MA",1,-71.1447732,42.1584324
"931",8283,953731,0,"33","Female","White",2008,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Haverhill","MA","Haverhill, MA",1,-71.0772796,42.7762015
"932",8284,970154,0,"32","Female","White",2008,"Biopsychology","","English","","RN","Nurse","Healthcare/Medical Services","North Andover","MA","North Andover, MA",1,-71.1350575,42.6987024
"933",8285,961845,0,"32","Female","White",2009,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Raleigh","NC","Raleigh, NC",1,-78.6381787,35.7795897
"934",8286,974407,0,"31","Female","White",2009,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Milton","MA","Milton, MA",1,-71.0661653,42.2495321
"935",8287,1257895,0,"42","Female","White",2009,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Kittery","ME","Kittery, ME",1,-70.736137,43.0881256
"936",8288,1144244,0,"31","Female","Asian",2010,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Randolph","MA","Randolph, MA",1,-71.042551,42.1619739
"937",8299,1468093,0,"34","Female","",2013,"Nursing","","","","RN","Nurse","Healthcare/Medical Services","Waban","MA","Waban, MA",1,-71.2309935,42.3270215
"938",8307,10054755,0,"57","Female","",1983,"Nursing","","","","RN","Nurse","Health/Fitness","Nantucket","MA","Nantucket, MA",1,-70.099451,41.2834704
"939",8310,1401182,0,"33","Female","",2012,"Nursing","","","","RN","Nurse","Government - Federal","Edison","NJ","Edison, NJ",1,-74.4120953,40.5187154
"940",8337,136227,0,"53","Female","White",1993,"Nursing","","","","RN Pediatric Home Care Nurse","","","Natick","MA","Natick, MA",1,-71.3468091,42.2775281
"941",8345,1162143,0,"33","Female","White",2008,"Biology","","","","RN, BSN","Nurse","Healthcare/Medical Services","Philadelphia","PA","Philadelphia, PA",1,-75.1652215,39.9525839
"942",8353,12876,0,"50","Female","White",1991,"Physical Therapy","","","","RN, Surgical Trauma & Progressive Care","Nurse","Healthcare/Medical Services","Clinton","CT","Clinton, CT",1,-72.5288034,41.2882208
"943",8354,449702,0,"48","Female","White",2000,"Nursing","","","","RN/Staff Nurse","","","Wilson","NC","Wilson, NC",1,-77.9155395,35.7212689
"944",8473,10055601,0,"58","Female","",1982,"Nursing","","","","School Health Nurse, LSN","","","Chanhassen","MN","Chanhassen, MN",1,-93.5323103,44.8619645
"945",8477,202594,0,"44","Female","White",1996,"Biology","","","","School Nurse","","Healthcare/Medical Services","Middlebury","CT","Middlebury, CT",1,-73.1276107,41.5278742
"946",8478,1319785,0,"42","Female","White",2010,"Nursing","","","","School Nurse","","Healthcare/Medical Services","Roslindale","MA","Roslindale, MA",1,-71.1270268,42.2832142
"947",8479,1448956,0,"50","Female","White",2012,"Nursing","","","","School Nurse","","Healthcare/Medical Services","Needham","MA","Needham, MA",1,-71.2377548,42.2809285
"948",8480,962561,0,"36","Female","White",2006,"Nursing","","","","School Nurse","","Health/Fitness","Melrose","MA","Melrose, MA",1,-71.0661633,42.4584292
"949",8481,1410971,0,"49","Female","",2012,"Nursing","","","","School Nurse","","Education - Related Services","Belmont","MA","Belmont, MA",1,-71.1776114,42.3956405
"950",8482,10048753,0,"60","Female","",1982,"Nursing","","","","School Nurse","","Education - Primary/Secondary","Kennebunk","ME","Kennebunk, ME",1,-70.54399,43.3845306
"951",8483,10050384,0,"56","Female","",1984,"Nursing","","","","School Nurse","","Education - Primary/Secondary","Frisco","TX","Frisco, TX",1,-96.8236116,33.1506744
"952",8484,22144,0,"52","Female","White",1990,"Psychology","","","","School Nurse","","Education - Primary/Secondary","Woodbine","MD","Woodbine, MD",1,-77.0569038,39.3738173
"953",8485,10022653,0,"46","Female","",1961,"Nursing","","","","School Nurse","","","Seabrook","TX","Seabrook, TX",1,-95.0254839,29.5641184
"954",8486,10027301,0,"46","Female","",1961,"Nursing","","","","School Nurse","","","Melrose","MA","Melrose, MA",1,-71.0661633,42.4584292
"955",8487,10011587,0,"48","Female","",1969,"Nursing","","","","School Nurse","","","Southborough","MA","Southborough, MA",1,-71.5245087,42.3056501
"956",8488,10034442,0,"50","Female","",1972,"Nursing","Spanish","","","School Nurse","","","Danvers","MA","Danvers, MA",1,-70.932122,42.5750009
"957",8489,10002193,0,"63","Female","",1979,"Nursing","","","","School Nurse","","","Watertown","MA","Watertown, MA",1,-71.1828321,42.3709299
"958",8490,10028908,0,"63","Female","Black or African American",1979,"Nursing","","","","School Nurse","","","Hyde Park","MA","Hyde Park, MA",1,-71.1240559,42.2565289
"959",8491,10036310,0,"61","Female","",1979,"Nursing","","","","School Nurse","","","Shrewsbury","MA","Shrewsbury, MA",1,-71.7128471,42.2959267
"960",8492,10057584,0,"60","Female","",1980,"Nursing","","","","School Nurse","","","Kingston","MA","Kingston, MA",1,-70.7284785,41.9932752
"961",8493,10049181,0,"59","Female","",1981,"Nursing","","","","School Nurse","","","Franklin","MA","Franklin, MA",1,-71.396725,42.0834313
"962",8494,10046819,0,"55","Female","",1985,"Nursing","","","","School Nurse","","","Brunswick","ME","Brunswick, ME",1,-69.966996,43.9140162
"963",8495,10046921,0,"55","Female","White",1985,"Nursing","","","","School Nurse","","","South Dennis","MA","South Dennis, MA",1,-70.1515342,41.7020781
"964",8496,10048789,0,"55","Female","",1985,"Nursing","","","","School Nurse","","","The Woodlands","TX","The Woodlands, TX",1,-95.4612625,30.1658207
"965",8497,10047455,0,"54","Female","",1988,"Nursing","Psychology","","","School Nurse","","","Salem","MA","Salem, MA",1,-70.8967155,42.51954
"966",8498,10047735,0,"53","Female","",1988,"Nursing","","","","School Nurse","","","Woburn","MA","Woburn, MA",1,-71.1522765,42.4792618
"967",8499,327232,0,"57","Female","White",1998,"Nursing","","","","School Nurse","","","Cohasset","MA","Cohasset, MA",1,-70.8036544,42.2417675
"968",8500,1461264,0,"26","Female","White",2015,"Nursing","","","","School Nurse - Elementary Division","","Healthcare/Medical Services","Newburyport","MA","Newburyport, MA",1,-70.8772751,42.8125913
"969",8501,10016803,0,"46","Female","White",1964,"Nursing","","","","School Nurse Supervisor","","","Orleans","MA","Orleans, MA",1,-69.9897323,41.7898354
"970",8502,10006346,0,"","Female","",1976,"Nursing","","","","School Nurse Supervisor","","","Branford","CT","Branford, CT",1,-72.8141185,41.2799027
